"Time","Outer Diameter","Inner Diameter"
"0.0","201.63636363636363","161.3181818181818"
"0.5060000419616699","201.63636363636363","161.3181818181818"
"1.000999927520752","201.63636363636363","161.3181818181818"
"1.5089998245239258","201.6818181818182","161.45454545454547"
"2.004999876022339","201.8181818181818","161.54545454545453"
"2.510999917984009","201.86363636363637","161.5909090909091"
"3.0179998874664307","202.6086956521739","162.1304347826087"
"3.5139999389648438","202.0909090909091","161.6818181818182"
"4.017999887466431","202.7391304347826","162.30434782608697"
"4.514999866485596","202.7826086956522","162.30434782608697"
"5.018999814987183","202.7391304347826","162.43478260869566"
"5.516000032424927","202.8695652173913","162.56521739130434"
"6.016000032424927","203.0","162.56521739130434"
"6.517999887466431","203.0","162.65217391304347"
"7.021999835968018","203.08695652173913","162.65217391304347"
"7.520999908447266","203.04347826086956","162.6086956521739"
"8.01199984550476","203.04347826086956","162.65217391304347"
"8.523000001907349","203.2608695652174","162.7826086956522"
"9.023000001907349","203.2608695652174","162.7826086956522"
"9.51199984550476","203.2173913043478","162.7391304347826"
"10.021999835968018","203.30434782608697","162.82608695652175"
"10.523000001907349","202.5909090909091","162.13636363636363"
"11.018999814987183","203.52173913043478","163.04347826086956"
"11.514999866485596","202.86363636363637","162.13636363636363"
"12.019999980926514","203.65217391304347","163.04347826086956"
"12.52999997138977","202.95454545454547","162.1818181818182"
"13.014999866485596","202.9090909090909","162.3181818181818"
"13.519999980926514","203.0","162.22727272727272"
"14.021999835968018","203.13636363636363","162.4090909090909"
"14.5239999294281","203.22727272727272","162.45454545454547"
"15.021999835968018","203.95652173913044","163.17391304347825"
"15.531999826431274","203.13636363636363","162.36363636363637"
"16.030999898910522","203.1818181818182","162.45454545454547"
"16.539000034332275","203.3181818181818","162.5"
"17.02900004386902","203.45454545454547","162.54545454545453"
"17.536999940872192","203.45454545454547","162.63636363636363"
"18.039999961853027","203.45454545454547","162.63636363636363"
"18.530999898910522","203.45454545454547","162.63636363636363"
"19.03499984741211","203.45454545454547","162.5909090909091"
"19.539999961853027","203.45454545454547","162.8181818181818"
"20.03600001335144","203.45454545454547","162.5909090909091"
"20.532999992370605","203.5","162.5909090909091"
"21.044999837875366","203.5","162.72727272727272"
"21.53600001335144","203.5","162.9090909090909"
"22.04199981689453","203.5","162.86363636363637"
"22.54199981689453","203.63636363636363","162.9090909090909"
"23.0479998588562","203.5909090909091","162.8181818181818"
"23.543999910354614","203.63636363636363","162.86363636363637"
"24.04199981689453","203.6818181818182","162.86363636363637"
"24.550999879837036","203.63636363636363","162.86363636363637"
"25.046000003814697","203.5909090909091","162.86363636363637"
"25.532999992370605","203.5909090909091","162.9090909090909"
"26.049999952316284","203.5909090909091","162.95454545454547"
"26.536999940872192","203.5","163.0"
"27.037999868392944","203.5","162.95454545454547"
"27.546000003814697","204.30434782608697","163.82608695652175"
"28.05399990081787","204.17391304347825","163.8695652173913"
"28.549999952316284","204.17391304347825","163.8695652173913"
"29.049999952316284","204.1304347826087","163.8695652173913"
"29.557999849319458","204.1304347826087","164.08695652173913"
"30.044999837875366","204.08695652173913","164.0"
"30.560999870300293","204.0","164.1304347826087"
"31.05999994277954","203.8695652173913","164.17391304347825"
"31.560999870300293","203.8695652173913","164.2173913043478"
"32.050999879837036","203.8695652173913","164.17391304347825"
"32.54699993133545","203.82608695652175","164.2608695652174"
"33.05199980735779","204.625","164.875"
"33.562000036239624","204.5","164.875"
"34.05199980735779","204.41666666666666","164.95833333333334"
"34.55299997329712","204.33333333333334","164.95833333333334"
"35.062000036239624","204.20833333333334","164.91666666666666"
"35.5699999332428","204.16666666666666","165.08333333333334"
"36.07200002670288","204.41666666666666","165.125"
"36.55499982833862","204.5","165.125"
"37.05900001525879","204.33333333333334","165.125"
"37.556999921798706","204.20833333333334","165.04166666666666"
"38.0699999332428","204.08333333333334","165.04166666666666"
"38.57599997520447","204.08333333333334","165.08333333333334"
"39.07299995422363","204.04166666666666","165.125"
"39.5699999332428","204.0","165.16666666666666"
"40.07699990272522","204.16666666666666","165.20833333333334"
"40.57099986076355","204.08333333333334","165.125"
"41.073999881744385","204.04166666666666","165.125"
"41.56099987030029","203.875","165.08333333333334"
"42.07699990272522","203.79166666666666","165.125"
"42.5699999332428","203.75","165.0"
"43.07299995422363","203.625","164.875"
"43.56499981880188","203.75","164.95833333333334"
"44.067999839782715","203.66666666666666","165.08333333333334"
"44.57200002670288","203.58333333333334","165.04166666666666"
"45.08200001716614","201.27777777777777","163.26315789473685"
"45.5789999961853","201.11111111111111","163.77777777777777"
"46.073999881744385","201.27777777777777","163.66666666666666"
"46.58299994468689","201.11111111111111","163.44444444444446"
"47.07799983024597","201.58823529411765","163.0"
"47.58799982070923","201.7058823529412","163.10526315789474"
"48.08500003814697","200.7058823529412","162.94736842105263"
"48.57799983024597","201.25","163.05263157894737"
"49.08699989318848","201.0625","163.38888888888889"
"49.579999923706055","201.25","162.94736842105263"
"50.073999881744385","201.7058823529412","162.89473684210526"
"50.58999991416931","201.26315789473685","163.0"
"51.0789999961853","202.5","162.54545454545453"
"51.58099985122681","201.66666666666666","163.05263157894737"
"52.09099984169006","203.04347826086956","163.52173913043478"
"52.585999965667725","202.8695652173913","163.6086956521739"
"53.09500002861023","203.45833333333334","164.125"
"53.58299994468689","203.5","164.0"
"54.09299993515015","202.4090909090909","162.8181818181818"
"54.59500002861023","202.5","162.9090909090909"
"55.08799982070923","203.66666666666666","164.16666666666666"
"55.58799982070923","202.28571428571428","161.95238095238096"
"56.09599995613098","203.1818181818182","163.27272727272728"
